rpm,oil_pressure,oil_temperature,cylinder_head_temperature,exhaust_gas_temperature,fuel_flow,manifold_pressure,vibration,engine_load,ambient_temperature,fault_type,timestamp,engine_id
2740.718953450536,4.33312667305202,80.40980390946066,168.3300654825926,586.1995919911669,8.481169675984939,0.8010709490005692,0.19995926887289886,67.40290995281161,20.530290748057155,Normal,2026-01-01 00:00:00,UAV-ENGINE-001
2724.237125417577,3.7130335741670906,93.33474554273815,170.97412516270845,639.4809451188156,8.400391429452316,0.751503802622017,0.23681982350985367,62.57176838674122,19.500607954654463,Normal,2026-01-01 00:00:01,UAV-ENGINE-001
2883.514054513269,4.734104370375461,90.12432328699164,178.58206186219135,634.0063963600462,8.269309860548944,0.8027966538149349,0.3438647630677111,66.72685856212601,24.960135897686943,Normal,2026-01-01 00:00:02,UAV-ENGINE-001
2863.488686466752,4.173621020747888,85.42243344349488,168.67447869525316,626.7988393471074,9.100272318978716,0.8821446784588636,0.28235316368137914,86.18726736192025,27.986830996281448,Normal,2026-01-01 00:00:03,UAV-ENGINE-001
2727.06189574544,4.010580419841299,85.82834832584301,169.1413200684189,620.2108013296236,8.261285878095649,0.7486917773672752,0.25991482612023364,61.0031045082074,28.611112963325148,Normal,2026-01-01 00:00:04,UAV-ENGINE-001
2676.3009228654014,3.6822924874564817,84.67889567282977,173.36212024127653,593.4718752902862,8.510437832947972,0.7833545995018358,0.2033857923164928,70.6802147920826,27.880175646648738,Normal,2026-01-01 00:00:05,UAV-ENGINE-001
2627.7314006049205,4.029566495063591,91.08507779819048,175.4438626877867,598.5023748330821,9.094932546276198,0.7762754870188394,0.25783982985719933,73.82142680210237,14.236474335510653,Normal,2026-01-01 00:00:06,UAV-ENGINE-001
2888.0893217851944,4.143777092997775,87.46577180336763,148.908996476365,590.2292141963876,8.56627684120493,0.8274188282253121,0.196382073701258,70.3908626410819,13.620117787036248,Normal,2026-01-01 00:00:07,UAV-ENGINE-001
2888.6398281841384,4.144978883253282,89.69343978917063,173.77932818612874,624.3378401742715,8.897047204936076,0.8155068528621715,0.25022054598331106,77.14315503871268,23.379810840361685,Normal,2026-01-01 00:00:08,UAV-ENGINE-001
2736.6422064816943,3.9905081100882605,83.91255729225995,153.50472101749406,615.7706816243651,8.34662923785994,0.7746785212612608,0.26430316260105535,69.52264494153097,36.02931017480203,Normal,2026-01-01 00:00:09,UAV-ENGINE-001
2833.4879392967523,4.571470388736417,90.065397848306,165.5414917775257,632.2733998051308,8.389960885938496,0.8020907862565599,0.2864799100427775,67.430939305776,26.10598401464953,Normal,2026-01-01 00:00:10,UAV-ENGINE-001
2919.4080107504983,4.140391379766891,97.18567535405633,166.19756902528889,582.1486520053552,8.80972342684479,0.8075609826892288,0.18323175294861715,75.16172136278009,19.605122426595273,Normal,2026-01-01 00:00:11,UAV-ENGINE-001
2737.665871174051,4.504726914603748,94.24412235166817,169.91704082780745,605.8234550294692,9.133333433323644,0.841262479756803,0.27384814952677283,71.80958922831657,24.40198638328156,Normal,2026-01-01 00:00:12,UAV-ENGINE-001
3013.818909681695,4.162064880212034,90.65770726417512,173.7404214568209,640.7789957250124,9.359937792827047,0.8612577865345549,0.3413721331762963,79.73480143361589,14.46496959148847,Normal,2026-01-01 00:00:13,UAV-ENGINE-001
2745.0578307520227,4.015793656299097,89.90926291286452,170.40753025378962,610.7658233786918,8.09562883408945,0.8411700338274327,0.23629201678188316,70.98523724147525,20.146121347000722,Normal,2026-01-01 00:00:14,UAV-ENGINE-001
2946.0499352422066,4.4614246433674785,83.53971787012345,168.10121608540834,615.3314013471452,8.455659019904628,0.760775235512092,0.2697700910539646,67.8220504749241,27.13728160707383,Normal,2026-01-01 00:00:15,UAV-ENGINE-001
2884.110819414914,4.2575860277355755,88.23019839042826,168.4451654269333,631.2858358735398,8.09998842171823,0.788265947503877,0.18528026985725585,65.33118733774508,20.567524949886547,Normal,2026-01-01 00:00:16,UAV-ENGINE-001
